the_geom,sec,dem,eleccion,ln,pe,pan,pri,prd,pvem,pt,mc,morena,elige,pes,rsp,fxm,pt_morena,cnr,nulos,total_emitida,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_,pvem_p,pt_p,mc_p,morena_p,elige_p,pes_p,rsp_p,fxm_p,pt_morena_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_p,coal_pri_p,coal_prd_,coal_pvem_p,coal_mc_p,coal_morena_pt,agregado_otros_p,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
0106000020E6100000010000000103000000010000001300000007C52451A8CA58C04F96E181C26333404C9BC9DAB1CA58C0FB2E429C296333401659E7AEA5CA58C000AE099A1E633340F4C843EAA4CA58C085F42EE81D6333403BB7F6BF99CA58C0309FF5CE1363334095B7F4788DCA58C000AD6FE2076333405E20335881CA58C05440F5BBFD623340E68FF84B79CA58C047FE4149F66233404A84383975CA58C0A796531F346333408092813F6DCA58C0276A99532C633340AA7FB53D65CA58C08CB6D4772463334031AF38F761CA58C0C63BE1105A633340E0233CD66CCA58C09BDA30F78C633340F1AD9F2873CA58C0376E0DAF926333400BD55E4678CA58C0C753BB4F9763334007F8824A84CA58C0C3E39A1BA263334061AAA84E90CA58C045C76EE7AC6333405AFF51629BCA58C003D3EADEB663334007C52451A8CA58C04F96E181C2633340,4348,BENITO JUAREZ,2021,1539,1568,775,50,10,4,7,17,152,1,2,3,2,2,1,16,1042,775,152,50,623,0.5978886756,102,0.097888676,0.6770630279,74.38%,4.80%,0.96%,0.38%,0.67%,1.63%,14.59%,0.10%,0.19%,0.29%,0.19%,0.19%,0.10%,1.54%,100.00%,74.38%,14.59%,4.80%,PAN,MORENA,PRI,74.38%,4.80%,0.96%,0.38%,1.63%,15.45%,2.40%,100.00%,74.38%,15.45%,4.80%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000A0000008CF6109FD3CA58C0737C23ECE66333407AF21D66DDCA58C08DC9E5C04E633340C609DAF8CACA58C046C31B893F633340ECA8B694B7CA58C0A3C5399D2E6333404C9BC9DAB1CA58C0FB2E429C2963334007C52451A8CA58C04F96E181C263334067135189ABCA58C09EC8F536C5633340B107FC9AC1CA58C05E5DE2C5D76333405D26BEFAC9CA58C0366A90D0DE6333408CF6109FD3CA58C0737C23ECE6633340,4349,BENITO JUAREZ,2021,1127,1144,547,43,9,3,3,13,99,3,0,0,2,2,2,15,741,547,99,43,448,0.6045883941,56,0.075573549,0.6574977817,73.82%,5.80%,1.21%,0.40%,0.40%,1.75%,13.36%,0.40%,0.00%,0.00%,0.27%,0.27%,0.27%,2.02%,100.00%,73.82%,13.36%,5.80%,PAN,MORENA,PRI,73.82%,5.80%,1.21%,0.40%,1.75%,14.04%,2.97%,100.00%,73.82%,14.04%,5.80%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000013000000FAF9A07615CB58C0157F7FEF226433407D312AEA18CB58C0360B58B7FD633340F8B06CCB1ACB58C07D84077FE8633340F2B70FAF1BCB58C0736CE269DF6333406AD1DB121ECB58C0BA07A570C0633340B26573DD1FCB58C016B57837A9633340AF0E51D721CB58C0F4D44FCE8E6333409C1D926311CB58C0B43F42D77D6333402A2E7E2100CB58C0D0FFF8516D6333400A84AA74FDCA58C089AC01F46A633340EEED0F3DF3CA58C0FC9091E961633340A32A9651E8CA58C00F674055586333407AF21D66DDCA58C08DC9E5C04E6333408CF6109FD3CA58C0737C23ECE66333402DED6D81DECA58C006C81B13F06333406338C6BDE9CA58C029232079FA6333406C968D7DF6CA58C055ACAD450664334029DA2E5405CB58C0E64C190114643340FAF9A07615CB58C0157F7FEF22643340,4350,BENITO JUAREZ,2021,1386,1403,707,49,14,2,0,15,124,0,3,0,2,1,0,11,928,707,124,49,583,0.6282327586,75,0.080818966,0.6695526696,76.19%,5.28%,1.51%,0.22%,0.00%,1.62%,13.36%,0.00%,0.32%,0.00%,0.22%,0.11%,0.00%,1.19%,100.00%,76.19%,13.36%,5.28%,PAN,MORENA,PRI,76.19%,5.28%,1.51%,0.22%,1.62%,13.47%,1.72%,100.00%,76.19%,13.47%,5.28%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000018000000AF0E51D721CB58C0F4D44FCE8E6333407A1778F024CB58C05865739D6E633340973439F725CB58C0BE1622846163334088F03BB030CB58C049E249ABD86233407C34A38632CB58C0F737731FC3623340FE3975DF35CB58C034E542E09B6233405EDD3C5F3ACB58C0E80367EC626233406B7AD2593FCB58C073C4F786296233402244306C40CB58C01EFB4D7017623340560233113ECB58C03C1EF4EF226233404D5A4C5539CB58C0FEA5A32B35623340618527182ACB58C0B698236E05623340E6D9206E21CB58C03C336C49EA613340FA0FADFF18CB58C01F1266C8CF613340DE03BE840ECB58C097EEC9A450623340BC6C90A103CB58C093CBBD415462334054D90E9EFFCA58C0F6E0658397623340A2B87DC7FBCA58C0B6AEDF17D76233408E34DE22F8CA58C0A2469E4E12633340EEED0F3DF3CA58C0FC9091E9616333400A84AA74FDCA58C089AC01F46A6333402A2E7E2100CB58C0D0FFF8516D6333409C1D926311CB58C0B43F42D77D633340AF0E51D721CB58C0F4D44FCE8E633340,4351,BENITO JUAREZ,2021,924,942,466,26,6,4,2,14,88,2,1,0,2,1,0,8,620,466,88,26,378,0.6096774194,62,0.1,0.6709956710,75.16%,4.19%,0.97%,0.65%,0.32%,2.26%,14.19%,0.32%,0.16%,0.00%,0.32%,0.16%,0.00%,1.29%,100.00%,75.16%,14.19%,4.19%,PAN,MORENA,PRI,75.16%,4.19%,0.97%,0.65%,2.26%,14.68%,2.10%,100.00%,75.16%,14.68%,4.19%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000019000000EEED0F3DF3CA58C0FC9091E9616333408E34DE22F8CA58C0A2469E4E12633340A2B87DC7FBCA58C0B6AEDF17D76233406E985341F1CA58C074212551C5623340369F615FE6CA58C0919198CBB962334076675CD8DDCA58C092D1800AB2623340E41EE5E1D7CA58C0FC37D5B5AC6233408C19FA23D7CA58C00715E456AF623340B427D466D6CA58C061EBCB58B162334005A237C0D5CA58C0FDABBA6BB36233408CBE7DECD4CA58C0D87CA7C2B462334045ABABFDD3CA58C03CD0654CB56233406C73CC29D3CA58C001FDCB6EB4623340F014E145D2CA58C0B405E6DEB2623340D43A27D0D1CA58C0747F142CB0623340E6530D5ED1CA58C0692B11E4AB623340717FB761D1CA58C0D6E298BDA66233401E678A30BBCA58C0C1B11BF39262334085096039B6CA58C063B11217E36233404C9BC9DAB1CA58C0FB2E429C29633340ECA8B694B7CA58C0A3C5399D2E633340C609DAF8CACA58C046C31B893F6333407AF21D66DDCA58C08DC9E5C04E633340A32A9651E8CA58C00F67405558633340EEED0F3DF3CA58C0FC9091E961633340,4352,BENITO JUAREZ,2021,1551,1575,816,53,6,7,2,18,119,2,1,4,3,1,0,14,1046,816,119,53,697,0.6663479924,66,0.063097514,0.6744036106,78.01%,5.07%,0.57%,0.67%,0.19%,1.72%,11.38%,0.19%,0.10%,0.38%,0.29%,0.10%,0.00%,1.34%,100.00%,78.01%,11.38%,5.07%,PAN,MORENA,PRI,78.01%,5.07%,0.57%,0.67%,1.72%,11.66%,2.29%,100.00%,78.01%,11.66%,5.07%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000D0000004C9BC9DAB1CA58C0FB2E429C2963334085096039B6CA58C063B11217E36233401E678A30BBCA58C0C1B11BF392623340DC87F0DAAECA58C068C54C9187623340E3B15CCAA2CA58C0A1AB60247C6233407A6DDA8696CA58C02AFDF7107162334043864DF38ACA58C0CE761C70666233405E20335881CA58C05440F5BBFD62334095B7F4788DCA58C000AD6FE2076333403BB7F6BF99CA58C0309FF5CE13633340F4C843EAA4CA58C085F42EE81D6333401659E7AEA5CA58C000AE099A1E6333404C9BC9DAB1CA58C0FB2E429C29633340,4353,BENITO JUAREZ,2021,1235,1248,688,48,4,2,1,11,94,2,0,1,5,0,0,15,871,688,94,48,594,0.6819747417,46,0.052812859,0.7052631579,78.99%,5.51%,0.46%,0.23%,0.11%,1.26%,10.79%,0.23%,0.00%,0.11%,0.57%,0.00%,0.00%,1.72%,100.00%,78.99%,10.79%,5.51%,PAN,MORENA,PRI,78.99%,5.51%,0.46%,0.23%,1.26%,10.91%,2.64%,100.00%,78.99%,10.91%,5.51%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001F000000E0233CD66CCA58C09BDA30F78C63334031AF38F761CA58C0C63BE1105A633340AA7FB53D65CA58C08CB6D477246333408092813F6DCA58C0276A99532C6333404A84383975CA58C0A796531F34633340E68FF84B79CA58C047FE4149F66233405E20335881CA58C05440F5BBFD62334043864DF38ACA58C0CE761C70666233400E2C662C7FCA58C07021A1125C623340F7FAA1DE72CA58C01358E24151623340B5986E9F66CA58C0F68CE27D46623340143C34DE5ACA58C04FE191283C623340BE5720804FCA58C08DFA5C2A32623340B59F9FAC4ECA58C0CEED6D7031623340D94998C24DCA58C0A81FB2A230623340A24FFC3846CA58C0A9E55F022A6233405881363F43CA58C0E5A938CB26623340A1AC8CBC49CA58C066AFB6A3786233403AB1565F4ACA58C0A0D006F785623340E81470A24CCA58C09843BB72AB62334094D03DE24FCA58C071BD472DD5623340F940134A51CA58C0F8FEC84CEE6233401762F42755CA58C05900AA1F2363334004F4422758CA58C0D27B51C6376333400C012B855ACA58C00A8C8F6446633340F9E830C65CCA58C0BE639D3052633340D265B2965ECA58C04DC9C48B5B633340E8FF9D6F60CA58C0CDC77A19626333409DD39EA161CA58C01234AC7D66633340A1C184C269CA58C0B9E0AE2E8A633340E0233CD66CCA58C09BDA30F78C633340,4354,BENITO JUAREZ,2021,1450,1463,740,60,14,7,10,20,119,1,6,0,6,0,0,12,995,740,119,60,621,0.6241206030,59,0.059296482,0.6862068966,74.37%,6.03%,1.41%,0.70%,1.01%,2.01%,11.96%,0.10%,0.60%,0.00%,0.60%,0.00%,0.00%,1.21%,100.00%,74.37%,11.96%,6.03%,PAN,MORENA,PRI,74.37%,6.03%,1.41%,0.70%,2.01%,12.96%,2.51%,100.00%,74.37%,12.96%,6.03%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000014000000CBE225D3F4C958C0DD63D64C85623340F305A79DF7C958C0A03CE413726233406C283537FCC958C0DA12F84EE96133400E500592F0C958C0885CD2A1E0613340A989AB75E6C958C0F1B15119D96133407596E0DFDDC958C075A3C7B3D2613340D4B478AAD2C958C021D4C959CA61334057C39D45C9C958C05802E159C3613340B0E7C7BAC6C958C0667EF174C1613340F8A17749BEC958C04374A40ABB6133408956E8C0BBC958C0562382D2EE6133404026A2D8B8C958C000297D3123623340749A367BB5C958C01FEF517A6E623340902DEBDABEC958C0DC1997AE71623340774DC9FCC0C958C0389F835F72623340A3A2D37BCBC958C05DE5905E76623340FF94E0E8D5C958C0C0BCBF257A6233405FD355D4DFC958C0AD740AA07D623340BAF073C7EAC958C09550358B81623340CBE225D3F4C958C0DD63D64C85623340,4355,BENITO JUAREZ,2021,1367,1386,649,36,7,6,8,12,148,2,2,1,3,1,1,20,896,649,148,36,501,0.5591517857,112,0.125,0.6554498903,72.43%,4.02%,0.78%,0.67%,0.89%,1.34%,16.52%,0.22%,0.22%,0.11%,0.33%,0.11%,0.11%,2.23%,100.00%,72.43%,16.52%,4.02%,PAN,MORENA,PRI,72.43%,4.02%,0.78%,0.67%,1.34%,17.52%,3.24%,100.00%,72.43%,17.52%,4.02%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F000000749A367BB5C958C01FEF517A6E6233404026A2D8B8C958C000297D31236233408956E8C0BBC958C0562382D2EE613340F8A17749BEC958C04374A40ABB613340CC800E23B7C958C090B74AB2B561334068136740AAC958C06AE63DD6AB613340C98A311195C958C0AF68B8A09B61334007A39F3D92C958C000BF3511D0613340ABB4497B8FC958C0F9B2D54103623340DD86139E8DC958C08DF570D72562334033B012968AC958C06B4D5C145E6233404C227E9098C958C0DB0604AB636233406753D815A3C958C04884C6DF676233407CEB3295ACC958C08344C2AB6B623340749A367BB5C958C01FEF517A6E623340,4356,BENITO JUAREZ,2021,1586,1599,705,46,10,6,8,13,204,2,3,3,2,3,0,9,1014,705,204,46,501,0.4940828402,158,0.15581854,0.6393442623,69.53%,4.54%,0.99%,0.59%,0.79%,1.28%,20.12%,0.20%,0.30%,0.30%,0.20%,0.30%,0.00%,0.89%,100.00%,69.53%,20.12%,4.54%,PAN,MORENA,PRI,69.53%,4.54%,0.99%,0.59%,1.28%,21.20%,1.87%,100.00%,69.53%,21.20%,4.54%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001300000033B012968AC958C06B4D5C145E623340DD86139E8DC958C08DF570D725623340ABB4497B8FC958C0F9B2D5410362334007A39F3D92C958C000BF3511D0613340C98A311195C958C0AF68B8A09B613340009192E87FC958C0C4FB958C8B613340383B424576C958C040A7A12F84613340E27FDFF86AC958C0E4446BDE7A613340457104955FC958C0680236A67261334085D1E5D155C958C091A5FDC16A613340678FE27053C958C0D90BA9BE9F6133402F45B1F655C958C09FC15163A361334095D68C165DC958C09B45216AA761334019EB60D45AC958C0D719D861D761334067355BE557C958C03B896FB61762334015D9415256C958C0CAF4F6B33D6233406B192A5B64C958C0B178BC5746623340A7ACD52C70C958C04E9C439E4D62334033B012968AC958C06B4D5C145E623340,4357,BENITO JUAREZ,2021,1971,2001,941,72,6,17,9,19,230,1,3,3,6,2,0,26,1335,941,230,72,711,0.5325842697,158,0.11835206,0.6773211568,70.49%,5.39%,0.45%,1.27%,0.67%,1.42%,17.23%,0.07%,0.22%,0.22%,0.45%,0.15%,0.00%,1.95%,100.00%,70.49%,17.23%,5.39%,PAN,MORENA,PRI,70.49%,5.39%,0.45%,1.27%,1.42%,18.05%,2.92%,100.00%,70.49%,18.05%,5.39%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001800000015D9415256C958C0CAF4F6B33D62334067355BE557C958C03B896FB61762334019EB60D45AC958C0D719D861D761334095D68C165DC958C09B45216AA76133402F45B1F655C958C09FC15163A3613340678FE27053C958C0D90BA9BE9F61334085D1E5D155C958C091A5FDC16A613340BCD7F7D549C958C01DAFCC2E626133409FCE393C40C958C03831A0E45A6133400834AC8E36C958C08DFE29E753613340A64127BE2BC958C00D81E7A04B613340909C143624C958C08F04C1E346613340A2A6E7A621C958C06FEE046735613340D68AC1A71DC958C0DC846F6433613340FAEB661A21C958C0FE56F4044A6133409F36D2731DC958C0158D63ACAC6133406173387D26C958C08A60D43EB2613340B67E308621C958C042FCC6851C62334091898A2A2CC958C0872EFFD62362334057ED08FE32C958C0A0729FA7286233407C725D1947C958C050517E1835623340346691E249C958C0FA793F4B3662334026FFA72E51C958C0265730A43A62334015D9415256C958C0CAF4F6B33D623340,4358,BENITO JUAREZ,2021,1609,1622,639,57,10,4,6,12,241,4,5,4,5,8,0,17,1012,639,241,57,398,0.3932806324,184,0.181818182,0.6289620883,63.14%,5.63%,0.99%,0.40%,0.59%,1.19%,23.81%,0.40%,0.49%,0.40%,0.49%,0.79%,0.00%,1.68%,100.00%,63.14%,23.81%,5.63%,PAN,MORENA,PRI,63.14%,5.63%,0.99%,0.40%,1.19%,25.20%,3.46%,100.00%,63.14%,25.20%,5.63%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000140000009355EBE92DC958C070E266A4A362334057ED08FE32C958C0A0729FA72862334091898A2A2CC958C0872EFFD623623340B67E308621C958C042FCC6851C6233406173387D26C958C08A60D43EB26133409F36D2731DC958C0158D63ACAC613340860C4E5019C958C053B0F08F166233409C31DB6B10C958C01320C15F11623340F1CCBA980CC958C093F59BF40E623340D5A67FAA03C958C015CFC04A09623340781711E2EFC858C0294C54BEFC6133401D61DAE2ECC858C002FA3AFF4A623340AC48C550EBC858C00DE5FE01746233409721B816FEC858C01FCAA03881623340FF15E4A606C958C03C84923F8762334056E6888E0DC958C08937DC1D8C623340A833B68D14C958C07539A253916233403DD0BB881BC958C0A6664A86966233409C290CEA25C958C02061933C9E6233409355EBE92DC958C070E266A4A3623340,4359,BENITO JUAREZ,2021,1864,1880,753,52,10,7,11,16,278,2,15,4,9,4,0,16,1177,753,278,52,475,0.4035683942,226,0.192013594,0.6314377682,63.98%,4.42%,0.85%,0.59%,0.93%,1.36%,23.62%,0.17%,1.27%,0.34%,0.76%,0.34%,0.00%,1.36%,100.00%,63.98%,23.62%,4.42%,PAN,MORENA,PRI,63.98%,4.42%,0.85%,0.59%,1.36%,24.89%,3.91%,100.00%,63.98%,24.89%,4.42%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001B000000860C4E5019C958C053B0F08F166233409F36D2731DC958C0158D63ACAC613340FAEB661A21C958C0FE56F4044A613340D68AC1A71DC958C0DC846F6433613340A2A6E7A621C958C06FEE04673561334041F32B0423C958C0A137C0410D613340DC6E578E2EC958C07E1427E51561334059AC32FF30C958C0566F699EE4603340EDA1FA492EC958C0A26DB095E26033404A0A246224C958C0907C9B18DB603340BA0954B01EC958C08115E195D6603340004D1B210FC958C0F36FDE28CB603340F65E54460AC958C0D3340931C360334047639C69FCC858C06EC16413B96033405049196FFBC858C092D0FD88D1603340028FA23BFAC858C0D214C07EEF60334044CA41E4F9C858C0172C6C02F8603340BF50A65FF8C858C09665BDF81D613340A84652BFF6C858C01006419A486133404526C802F4C858C0AA6BDF6A906133408234A871F3C858C09ACD6C4B9F6133407E68D7BDF1C858C053239CF8CB613340781711E2EFC858C0294C54BEFC613340D5A67FAA03C958C015CFC04A09623340F1CCBA980CC958C093F59BF40E6233409C31DB6B10C958C01320C15F11623340860C4E5019C958C053B0F08F16623340,4360,BENITO JUAREZ,2021,2240,2268,833,80,10,6,12,20,390,4,4,2,9,7,1,29,1407,833,390,80,443,0.3148542999,310,0.220326937,0.6281250000,59.20%,5.69%,0.71%,0.43%,0.85%,1.42%,27.72%,0.28%,0.28%,0.14%,0.64%,0.50%,0.07%,2.06%,100.00%,59.20%,27.72%,5.69%,PAN,MORENA,PRI,59.20%,5.69%,0.71%,0.43%,1.42%,29.07%,3.48%,100.00%,59.20%,29.07%,5.69%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000017000000009192E87FC958C0C4FB958C8B6133407EBF31C282C958C0447727B456613340D8B8D23785C958C0F3733B16246133406ABC78657BC958C08690E7E01C613340B5AA116070C958C0595B7B69146133405FD1977864C958C0186D5CBB0B6133407938CA125BC958C0EAD266C9046133403F3ACD6F4AC958C0AA466DE5F7603340358CFF443AC958C055256DC5EB60334059AC32FF30C958C0566F699EE4603340DC6E578E2EC958C07E1427E51561334041F32B0423C958C0A137C0410D613340A2A6E7A621C958C06FEE046735613340909C143624C958C08F04C1E346613340A64127BE2BC958C00D81E7A04B6133400834AC8E36C958C08DFE29E7536133409FCE393C40C958C03831A0E45A613340BCD7F7D549C958C01DAFCC2E6261334085D1E5D155C958C091A5FDC16A613340457104955FC958C0680236A672613340E27FDFF86AC958C0E4446BDE7A613340383B424576C958C040A7A12F84613340009192E87FC958C0C4FB958C8B613340,4361,BENITO JUAREZ,2021,2079,2097,841,54,10,4,7,24,320,3,8,5,5,3,1,23,1308,841,320,54,521,0.3983180428,266,0.203363914,0.6291486291,64.30%,4.13%,0.76%,0.31%,0.54%,1.83%,24.46%,0.23%,0.61%,0.38%,0.38%,0.23%,0.08%,1.76%,100.00%,64.30%,24.46%,4.13%,PAN,MORENA,PRI,64.30%,4.13%,0.76%,0.31%,1.83%,25.23%,3.44%,100.00%,64.30%,25.23%,4.13%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F000000B0E7C7BAC6C958C0667EF174C161334064BAC169C9C958C026D84C6C8C61334023402E20CCC958C0E0DB84EC55613340B98BEAC9C4C958C0F37E6A5A516133404B08DB68BDC958C0576213FD4C613340177ED5ABAFC958C0F70FEA224361334040FF7CAC9AC958C07361749433613340D8B8D23785C958C0F3733B16246133407EBF31C282C958C0447727B456613340009192E87FC958C0C4FB958C8B613340C98A311195C958C0AF68B8A09B61334068136740AAC958C06AE63DD6AB613340CC800E23B7C958C090B74AB2B5613340F8A17749BEC958C04374A40ABB613340B0E7C7BAC6C958C0667EF174C1613340,4362,BENITO JUAREZ,2021,1732,1744,723,48,11,5,7,9,235,3,5,2,0,6,0,21,1075,723,235,48,488,0.4539534884,187,0.173953488,0.6206697460,67.26%,4.47%,1.02%,0.47%,0.65%,0.84%,21.86%,0.28%,0.47%,0.19%,0.00%,0.56%,0.00%,1.95%,100.00%,67.26%,21.86%,4.47%,PAN,MORENA,PRI,67.26%,4.47%,1.02%,0.47%,0.84%,23.07%,2.88%,100.00%,67.26%,23.07%,4.47%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000014000000F305A79DF7C958C0A03CE41372623340C483E2250ACA58C0DB90338CF26133401151017719CA58C0874393048861334031220D530FCA58C0F82C1E5C816133403E7FBED202CA58C01BB9CD26796133403A2DE1B2F6C958C032F2C1307161334043AA3670ECC958C0CF2101746A6133401386B31FE3C958C0918B3356646133400E2D85FCD7C958C04FD4F7055D613340D263895DCEC958C044A7816D5761334023402E20CCC958C0E0DB84EC5561334064BAC169C9C958C026D84C6C8C613340B0E7C7BAC6C958C0667EF174C161334057C39D45C9C958C05802E159C3613340D4B478AAD2C958C021D4C959CA6133407596E0DFDDC958C075A3C7B3D2613340A989AB75E6C958C0F1B15119D96133400E500592F0C958C0885CD2A1E06133406C283537FCC958C0DA12F84EE9613340F305A79DF7C958C0A03CE41372623340,4363,BENITO JUAREZ,2021,1314,1344,615,37,3,5,1,16,113,5,3,0,4,0,0,5,807,615,113,37,502,0.6220570012,76,0.09417596,0.6141552511,76.21%,4.58%,0.37%,0.62%,0.12%,1.98%,14.00%,0.62%,0.37%,0.00%,0.50%,0.00%,0.00%,0.62%,100.00%,76.21%,14.00%,4.58%,PAN,MORENA,PRI,76.21%,4.58%,0.37%,0.62%,1.98%,14.13%,2.11%,100.00%,76.21%,14.13%,4.58%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000021000000F7FAA1DE72CA58C01358E24151623340928CC1B679CA58C0BAF9F321DC613340C2AD68D77CCA58C0F0817240A9613340311295F164CA58C04B221D2093613340B9F3F7A44CCA58C082C287337E61334090A8DB9B4FCA58C030606E6C4D613340537BC1C052CA58C09A382DB019613340A72A965747CA58C032C3F878106133404556930D44CA58C03570EFD00D613340C673EEC23CCA58C06F7B5BED0761334097BC537C3BCA58C0BC9E93E50661334018893F973ACA58C0EAD78F2C066133402FF35F3E3BCA58C036CF6434FC60334073802E4B3DCA58C0D60E1CE6DC603340DCCD01423BCA58C01148377BE1603340E47801233ACA58C030D3CE75E660334001B09B7A39CA58C04AB0100EEC6033404CBE8B8236CA58C063F9A94E056133409A0B57B932CA58C02AB4FB4F2D613340F467970932CA58C03612424532613340EEDC048732CA58C0EE7B7F083F613340028B29FF36CA58C0461B27AF7961334084A556E239CA58C0C3704052A5613340129CBC7B3BCA58C0D1A36F7DBD613340417EFA893CCA58C078992C65CC6133405881363F43CA58C0E5A938CB26623340A24FFC3846CA58C0A9E55F022A623340D94998C24DCA58C0A81FB2A230623340B59F9FAC4ECA58C0CEED6D7031623340BE5720804FCA58C08DFA5C2A32623340143C34DE5ACA58C04FE191283C623340B5986E9F66CA58C0F68CE27D46623340F7FAA1DE72CA58C01358E24151623340,4364,BENITO JUAREZ,2021,1211,1224,598,29,8,2,3,15,116,1,5,1,1,2,0,13,794,598,116,29,482,0.6070528967,87,0.109571788,0.6556564822,75.31%,3.65%,1.01%,0.25%,0.38%,1.89%,14.61%,0.13%,0.63%,0.13%,0.13%,0.25%,0.00%,1.64%,100.00%,75.31%,14.61%,3.65%,PAN,MORENA,PRI,75.31%,3.65%,1.01%,0.25%,1.89%,15.24%,2.64%,100.00%,75.31%,15.24%,3.65%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000015000000E3B15CCAA2CA58C0A1AB60247C6233403132D964AACA58C08AFC39EE05623340070BB8D1B6CA58C01F2C42991062334015A84AF8B7CA58C066D46EF3FE6133402AB8A986B6CA58C0F51BCD8FFB613340445494ACBCCA58C05470B4AD8E61334050ECD07DBECA58C03EFEF61E8B613340876964D8BFCA58C034487D0C7961334000C2E475B3CA58C050E232116E613340688BBD7BA7CA58C08DF0597263613340E285B8639BCA58C09A0102B95861334077592C908FCA58C02375FB3A4E6133406623224383CA58C077A73A5143613340C264D20080CA58C0C335630377613340C2AD68D77CCA58C0F0817240A9613340928CC1B679CA58C0BAF9F321DC613340F7FAA1DE72CA58C01358E241516233400E2C662C7FCA58C07021A1125C62334043864DF38ACA58C0CE761C70666233407A6DDA8696CA58C02AFDF71071623340E3B15CCAA2CA58C0A1AB60247C623340,4365,BENITO JUAREZ,2021,1869,1895,947,53,16,12,2,19,153,2,3,4,6,1,1,20,1239,947,153,53,794,0.6408393866,100,0.08071025,0.6629213483,76.43%,4.28%,1.29%,0.97%,0.16%,1.53%,12.35%,0.16%,0.24%,0.32%,0.48%,0.08%,0.08%,1.61%,100.00%,76.43%,12.35%,4.28%,PAN,MORENA,PRI,76.43%,4.28%,1.29%,0.97%,1.53%,12.59%,2.91%,100.00%,76.43%,12.59%,4.28%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001A000000717FB761D1CA58C0D6E298BDA66233403CA9AA48D2CA58C01BE0DC52A162334044994148D3CA58C0E5FE2C709D623340977EFE41D4CA58C0E97C730D9B623340231BF0ACD5CA58C097B0190C9B6233409A82873DDCCA58C014925C3731623340795D5615E5CA58C0AB4F4A4A39623340795D26EDEDCA58C0363A325D41623340A3A07906F4CA58C07A8CC7EFCF6133403E901669F7CA58C0816EF783A961334014F35976F1CA58C0E114485FA4613340E6F5CC32E7CA58C036D33F7F9B613340F635FBBBDDCA58C05839DC3693613340528E8DDED8CA58C0DF45BFF48E613340978EA234CCCA58C0AAC550DF83613340876964D8BFCA58C034487D0C7961334050ECD07DBECA58C03EFEF61E8B613340445494ACBCCA58C05470B4AD8E6133402AB8A986B6CA58C0F51BCD8FFB61334015A84AF8B7CA58C066D46EF3FE613340070BB8D1B6CA58C01F2C4299106233403132D964AACA58C08AFC39EE05623340E3B15CCAA2CA58C0A1AB60247C623340DC87F0DAAECA58C068C54C91876233401E678A30BBCA58C0C1B11BF392623340717FB761D1CA58C0D6E298BDA6623340,4366,BENITO JUAREZ,2021,1765,1782,946,54,9,6,4,20,129,5,2,0,0,0,1,20,1196,946,129,54,817,0.6831103679,75,0.06270903,0.6776203966,79.10%,4.52%,0.75%,0.50%,0.33%,1.67%,10.79%,0.42%,0.17%,0.00%,0.00%,0.00%,0.08%,1.67%,100.00%,79.10%,10.79%,4.52%,PAN,MORENA,PRI,79.10%,4.52%,0.75%,0.50%,1.67%,11.12%,2.34%,100.00%,79.10%,11.12%,4.52%,PAN,MORENA_PT,PRI
